delivery_delay,delivery_deviation_abs,order_value,product_count,avg_price_per_item,prior_orders,is_repeat_customer,purchase_month,purchase_dow,y_pred_proba,risk_flag
-26,26,74.51,1,74.51,0,0,6,0,0.05338431967216996,0
-7,7,134.81,1,134.81,0,0,8,4,0.1146012176892879,0
-8,8,76.78,1,76.78,0,0,11,4,0.1028474947091543,0
-13,13,203.23,1,203.23,0,0,7,4,0.09499684151954631,0
-9,9,53.42,1,53.42,0,0,6,4,0.10886546085705083,0
-7,7,58.16,1,58.16,0,0,5,2,0.11564138738184548,0
-14,14,104.79,1,104.79,0,0,5,0,0.0870411169280407,0
-8,8,258.9,1,258.9,1,1,6,1,0.09713032164233364,0
-10,10,246.49,1,246.49,0,0,4,1,0.10809643315075489,0
-27,27,38.13,1,38.13,0,0,5,2,0.05388990731780821,0
-13,13,188.38,1,188.38,0,0,2,3,0.10283832932146142,0
-12,12,227.71,1,227.71,0,0,9,3,0.09363297004247777,0
-7,7,84.38,1,84.38,0,0,3,2,0.1208989773177282,0
-10,10,57.38,1,57.38,0,0,3,4,0.1114045003206831,0
-35,35,165.60000000000002,1,165.60000000000002,0,0,10,5,0.03844513807904536,0
-13,13,20.29,1,20.29,0,0,4,0,0.09054454816532695,0
-19,19,240.04,4,60.01,0,0,1,4,0.32584365950435135,0
-13,13,212.98,1,212.98,0,0,4,3,0.09935491703367809,0
-9,9,160.57000000000002,1,160.57000000000002,0,0,11,5,0.10262036560886569,0
-13,13,566.0899999999999,1,566.0899999999999,0,0,7,5,0.10443799677742084,0
-8,8,257.46000000000004,3,85.82000000000001,0,0,2,6,0.31420178349229916,0
-7,7,35.77,1,35.77,0,0,11,4,0.1057960975415239,0
-14,14,186.27,1,186.27,0,0,2,0,0.09409350917476098,0
-1,1,28.0,1,28.0,0,0,11,6,0.13580850160287045,0
-4,4,184.03,1,184.03,0,0,3,2,0.1374898421174386,0
-20,20,115.02,1,115.02,0,0,4,2,0.07338405393574722,0
-19,19,1038.36,1,1038.36,0,0,10,5,0.08701201424129063,0
-6,6,103.07,1,103.07,0,0,1,2,0.13078935089995755,0
-22,22,55.0,1,55.0,0,0,12,2,0.056813715670060556,0
-16,16,102.26,1,102.26,0,0,1,5,0.0952996019709789,0
8,8,77.66,1,77.66,0,0,2,1,0.41500321680071184,0
-3,3,72.06,1,72.06,0,0,8,6,0.1351214298508691,0
-23,23,69.12,1,69.12,0,0,12,6,0.0588688460087449,0
-23,23,171.22,1,171.22,0,0,6,1,0.062414508378107005,0
-2,2,364.64,1,364.64,0,0,9,4,0.14119144069891248,0
-24,24,95.13,1,95.13,0,0,8,6,0.06188913567829361,0
-24,24,352.16,1,352.16,0,0,4,5,0.0699196867015928,0
-13,13,99.57,1,99.57,0,0,8,6,0.09423296289798481,0
-17,17,29.33,1,29.33,0,0,5,5,0.08335474417925642,0
-21,21,150.61,1,150.61,0,0,6,6,0.07329136475277236,0
-15,15,79.50999999999999,1,79.50999999999999,0,0,6,3,0.0860396872746458,0
-10,10,117.01,1,117.01,0,0,3,0,0.1054616885486055,0
7,7,120.09,1,120.09,0,0,9,0,0.3372598439021438,0
-7,7,167.62,2,83.81,0,0,2,5,0.2086536694390503,0
-9,9,180.71,1,180.71,0,0,12,5,0.10103791670290611,0
-4,4,145.75,1,145.75,0,0,4,0,0.12950619392082152,0
-12,12,77.89,1,77.89,0,0,4,1,0.0968198466567744,0
-13,13,43.58,1,43.58,0,0,11,1,0.08037964294790588,0
-10,10,54.0,1,54.0,0,0,7,1,0.09775646082756322,0
-21,21,87.34,1,87.34,0,0,1,2,0.07464381736908884,0
-18,18,310.2,1,310.2,0,0,11,0,0.06918586096040417,0
-2,2,313.53,1,313.53,0,0,3,4,0.1564309429274483,0
-1,1,249.54,1,249.54,0,0,7,2,0.14366906982158892,0
-16,16,117.94,1,117.94,0,0,11,4,0.07679582887954577,0
0,0,128.78,1,128.78,0,0,8,6,0.15200258483114598,0
0,0,194.17,1,194.17,0,0,3,6,0.16896819205562377,0
-10,10,27.68,1,27.68,0,0,1,2,0.11133386710939158,0
-11,11,148.04000000000002,1,148.04000000000002,0,0,11,3,0.09179711967791913,0
-8,8,29.98,1,29.98,0,0,8,2,0.10445587701707149,0
-9,9,114.7,1,114.7,0,0,3,1,0.1112261086988794,0
-12,12,365.25,3,121.75,1,1,4,1,0.23213738836322959,0
-10,10,90.02,2,45.01,0,0,11,3,0.15126846370295755,0
7,7,1804.05,1,1804.05,0,0,3,6,0.49278234412682265,0
7,7,309.12,1,309.12,0,0,4,4,0.3906873417001496,0
-13,13,35.09,1,35.09,0,0,11,5,0.08599484013483102,0
-6,6,133.04000000000002,1,133.04000000000002,0,0,7,4,0.12114909997138221,0
-19,19,135.87,1,135.87,0,0,8,0,0.06813051574220709,0
-13,13,101.5,1,101.5,0,0,5,2,0.09347340500458776,0
-18,18,140.1,2,70.05,0,0,11,1,0.11174658497350182,0
2,2,70.83,1,70.83,0,0,12,5,0.18203883981124344,0
0,0,426.07,1,426.07,0,0,2,1,0.16654879219087076,0
-15,15,79.17,1,79.17,0,0,12,3,0.07616581142793293,0
-1,1,105.67,1,105.67,0,0,8,3,0.13912880424906157,0
-14,14,139.01,1,139.01,0,0,5,2,0.09076462155429496,0
-23,23,121.09,1,121.09,0,0,7,5,0.06489682826280709,0
-29,29,137.27,1,137.27,0,0,4,5,0.054908504891633764,0
-27,27,50.14,1,50.14,0,0,5,5,0.05701125268444922,0
-6,6,44.58,2,22.29,0,0,7,5,0.18978946794641466,0
-12,12,201.84,1,201.84,0,0,2,1,0.103456344981298,0
1,1,59.13,1,59.13,0,0,3,1,0.17495068909283953,0
-9,9,151.61,1,151.61,0,0,3,0,0.11022792828130744,0
-14,14,108.42,1,108.42,0,0,6,2,0.08836974920319561,0
-11,11,52.68,1,52.68,0,0,9,4,0.0952229889196532,0
-7,7,120.31,1,120.31,0,0,7,0,0.10894079101826339,0
7,7,282.65000000000003,1,282.65000000000003,0,0,12,6,0.3567191086003373,0
-11,11,43.62,1,43.62,0,0,9,4,0.09503746449953605,0
-13,13,149.88,2,74.94,0,0,12,5,0.14076294990070914,0
-11,11,142.10000000000002,1,142.10000000000002,0,0,10,6,0.09846005207494975,0
-13,13,128.5,1,128.5,0,0,11,1,0.0818856093453587,0
-9,9,98.79,1,98.79,0,0,8,0,0.0987272187299514,0
-22,22,128.53,1,128.53,0,0,6,0,0.06313469247967239,0
0,0,120.2,2,60.1,0,0,12,4,0.2137173891902548,0
5,5,108.19,1,108.19,0,0,8,3,0.281511616458915,0
-13,13,189.35,1,189.35,0,0,12,0,0.07991264746614314,0
-12,12,91.35,1,91.35,0,0,10,1,0.08608293406717551,0
-12,12,60.63,1,60.63,0,0,7,0,0.08928683806671264,0
-7,7,41.95,1,41.95,0,0,4,4,0.12150059368461938,0
4,4,173.25,1,173.25,0,0,3,4,0.2767089953664925,0
-25,25,89.61000000000001,1,89.61000000000001,0,0,5,5,0.062164636495826375,0
-22,22,46.3,1,46.3,0,0,6,6,0.06892477513571915,0
-6,6,647.54,1,647.54,0,0,8,2,0.12795863501174132,0
-9,9,55.0,1,55.0,0,0,7,6,0.11043899429587443,0
-9,9,108.33,1,108.33,0,0,7,3,0.1061835352515878,0
-13,13,129.98,1,129.98,0,0,4,4,0.09928095317064674,0
-17,17,121.18,2,60.59,0,0,8,0,0.12005525916556392,0
-15,15,693.0600000000001,1,693.0600000000001,0,0,8,5,0.09767094078110226,0
-21,21,118.65,1,118.65,0,0,6,5,0.07151035806792891,0
-12,12,134.21,1,134.21,0,0,4,0,0.09633822320737459,0
-10,10,113.34,1,113.34,0,0,1,2,0.11336599264334457,0
-15,15,1409.12,1,1409.12,0,0,3,5,0.12536605008974253,0
-6,6,369.87,2,184.935,0,0,11,1,0.18460716456983783,0
-8,8,97.54,1,97.54,0,0,4,3,0.11657167939129459,0
-16,16,85.14,1,85.14,0,0,5,1,0.08175815676623424,0
-26,26,107.4,1,107.4,0,0,12,2,0.049159451534965426,0
-6,6,84.14,1,84.14,0,0,5,0,0.11663287392397632,0
-19,19,166.96,1,166.96,1,1,5,1,0.06393861410172536,0
-10,10,839.4,1,839.4,0,0,8,3,0.11713679735826799,0
-14,14,72.75999999999999,1,72.75999999999999,0,0,5,2,0.08947237233656564,0
-9,9,46.95,1,46.95,0,0,4,1,0.10750458277055414,0
-11,11,181.14,1,181.14,0,0,8,4,0.09985696223895153,0
-19,19,64.5,1,64.5,0,0,5,3,0.07518012092390484,0
-9,9,28.09,1,28.09,0,0,2,4,0.11711541918720762,0
-8,8,63.1,1,63.1,0,0,11,0,0.0957899777316711,0
-22,22,369.92,1,369.92,0,0,12,1,0.0598899213343156,0
-20,20,149.89,1,149.89,0,0,6,6,0.07613530205102684,0
-16,16,35.0,1,35.0,0,0,8,0,0.0747565011298466,0
-8,8,43.63,1,43.63,0,0,3,4,0.11950593875649465,0
1,1,101.12,1,101.12,0,0,5,2,0.17275602155143968,0
-3,3,74.18,1,74.18,0,0,3,2,0.13930019217135806,0
-14,14,497.1,1,497.1,0,0,2,3,0.10584040155395794,0
-7,7,242.8,1,242.8,0,0,5,0,0.11626544235632669,0
-14,14,81.61,1,81.61,0,0,5,0,0.08660392857644408,0
-16,16,30.1,1,30.1,0,0,7,1,0.07755965667558445,0
-21,21,49.44,1,49.44,0,0,12,6,0.06333878088998483,0
-7,7,70.38,2,35.19,0,0,5,5,0.19182478337072922,0
-8,8,88.86,1,88.86,0,0,4,4,0.11831847588519429,0
-14,14,178.56,1,178.56,0,0,5,2,0.0915440566596089,0
-17,17,96.12,1,96.12,0,0,12,5,0.07334679323844327,0
-10,10,174.04000000000002,1,174.04000000000002,0,0,1,4,0.11872751396397836,0
-6,6,37.0,1,37.0,0,0,10,0,0.1046689735784469,0
-22,22,75.27000000000001,1,75.27000000000001,0,0,6,0,0.06238942560354007,0
-23,23,54.79,1,54.79,0,0,6,3,0.06301043072041455,0
-17,17,32.099999999999994,1,32.099999999999994,0,0,7,6,0.08149353528540648,0
-21,21,93.16,2,46.58,0,0,10,1,0.10032405419965763,0
-8,8,36.24,1,36.24,0,0,11,4,0.10196105629482381,0
-20,20,141.84,3,47.28,0,0,10,3,0.17332391726505383,0
-27,27,1458.51,1,1458.51,0,0,5,2,0.0739507841463059,0
-4,4,27.68,1,27.68,0,0,11,0,0.11026147069799146,0
-23,23,26.29,1,26.29,0,0,6,5,0.06486903134487715,0
-16,16,231.14,1,231.14,0,0,2,6,0.09769561552263442,0
-21,21,121.68,1,121.68,0,0,4,4,0.07325533882036336,0
7,7,725.99,1,725.99,0,0,2,5,0.42992626980040954,0
-7,7,98.62,1,98.62,0,0,5,1,0.1146944140950117,0
-14,14,133.46,1,133.46,0,0,9,2,0.08362919645732618,0
-21,21,49.13,1,49.13,0,0,4,3,0.07083696570322227,0
-11,11,190.37,1,190.37,0,0,11,1,0.08950837359772003,0
-2,2,162.81,1,162.81,0,0,8,3,0.13584166181920723,0
17,17,55.31,1,55.31,0,0,4,6,0.7721241383060463,1
-5,5,66.61,1,66.61,0,0,8,2,0.11753212721276585,0
-6,6,48.870000000000005,1,48.870000000000005,0,0,5,4,0.12374553304849616,0
-10,10,37.61,1,37.61,0,0,3,5,0.11281945351527534,0
17,17,150.14,1,150.14,0,0,9,2,0.742071883571613,1
-13,13,29.83,1,29.83,0,0,6,6,0.09661494900149503,0
-13,13,73.13,1,73.13,0,0,2,5,0.10380360133773367,0
-18,18,68.01,1,68.01,0,0,10,6,0.07437996837844778,0
-8,8,68.39,1,68.39,0,0,7,3,0.1092409039044495,0
-10,10,195.47,1,195.47,0,0,7,2,0.10249231912570732,0
-11,11,43.41,1,43.41,0,0,6,2,0.09750782363017518,0
1,1,65.00999999999999,1,65.00999999999999,0,0,12,4,0.15556185901548147,0
-27,27,95.99,1,95.99,0,0,9,2,0.05021006376740691,0
-18,18,40.0,1,40.0,0,0,1,4,0.08572907898719531,0
-6,6,29.75,1,29.75,0,0,10,6,0.11561677955983855,0
-19,19,178.59,1,178.59,0,0,8,0,0.06877855737594499,0
-9,9,41.75,1,41.75,0,0,10,5,0.1020533676431757,0
-12,12,29.82,1,29.82,0,0,4,3,0.09915313135820636,0
-5,5,1433.04,1,1433.04,0,0,1,0,0.17162730983781513,0
-13,13,192.03,1,192.03,0,0,7,4,0.09476803044131975,0
-9,9,65.35,1,65.35,0,0,7,1,0.10170782999571092,0
-22,22,2606.01,1,2606.01,0,0,4,3,0.11847284047016868,0
-22,22,40.0,1,40.0,0,0,9,2,0.06026909861196678,0
-2,2,42.5,1,42.5,0,0,8,4,0.13470673379455478,0
-8,8,298.2,1,298.2,0,0,6,5,0.12090146201154321,0
1,1,71.03999999999999,1,71.03999999999999,0,0,2,0,0.17581973584551686,0
-31,31,490.0,2,245.0,0,0,8,2,0.08431662348740296,0
-8,8,327.66,2,163.83,0,0,8,4,0.18817665992184143,0
-29,29,183.6,1,183.6,0,0,5,0,0.049676330488367205,0
-15,15,502.98,3,167.66,0,0,7,0,0.23462487410699215,0
-16,16,95.55,1,95.55,0,0,1,2,0.0903862873982918,0
17,17,101.74,1,101.74,0,0,11,2,0.7312678536963374,1
-6,6,48.13,1,48.13,0,0,9,3,0.11255579006550434,0
-9,9,154.22,1,154.22,0,0,8,5,0.10874034801973435,0
-1,1,518.25,1,518.25,0,0,2,2,0.1664838221575748,0
-33,33,94.74,1,94.74,0,0,8,3,0.04120189577400472,0
-10,10,149.14,1,149.14,0,0,1,1,0.11232470492327563,0
-9,9,250.61,1,250.61,0,0,3,6,0.12440532726977015,0
-12,12,221.79,1,221.79,0,0,12,3,0.08804437939537668,0
-11,11,550.83,1,550.83,0,0,7,4,0.11019238390053766,0
-8,8,178.8,1,178.8,0,0,3,3,0.12090585840846521,0
-20,20,62.76,1,62.76,0,0,5,0,0.06861297720470055,0
-7,7,91.36,1,91.36,0,0,8,3,0.11166619811329888,0
-23,23,62.28,1,62.28,0,0,4,0,0.0623767100459329,0
-18,18,62.56,1,62.56,0,0,4,4,0.08107361589561209,0
-13,13,32.7,1,32.7,0,0,7,6,0.09476228474527552,0
-18,18,153.1,1,153.1,0,0,6,3,0.07803032574043409,0
-14,14,336.2,2,168.1,0,0,8,2,0.1487790976176465,0
-14,14,197.85,1,197.85,0,0,8,1,0.08505738654909441,0
-20,20,241.15,1,241.15,0,0,5,6,0.07927411518883903,0
-15,15,31.38,1,31.38,0,0,1,6,0.09910509470030211,0
-9,9,213.73,1,213.73,1,1,5,2,0.09616573270512627,0
-14,14,414.03,1,414.03,0,0,7,1,0.09095616592716785,0
-12,12,53.37,1,53.37,0,0,8,1,0.08888897049142748,0
-13,13,804.96,1,804.96,0,0,8,1,0.10067035619105523,0
20,20,89.02,1,89.02,0,0,2,1,0.84345395329152,1
-11,11,211.0,1,211.0,0,0,4,2,0.10515893178247471,0
-9,9,98.1,1,98.1,1,1,2,0,0.09624730936312204,0
-20,20,114.13,1,114.13,0,0,7,3,0.07021399316470953,0
-17,17,78.94,1,78.94,0,0,11,1,0.06952267356790202,0
-15,15,27.68,1,27.68,0,0,10,3,0.07844376526443572,0
-14,14,28.380000000000003,1,28.380000000000003,0,0,7,2,0.08511161409309664,0
-19,19,77.32,1,77.32,0,0,8,2,0.06966411150700405,0
-10,10,111.02,1,111.02,0,0,1,2,0.11331053123539347,0
-11,11,72.72,1,72.72,0,0,7,1,0.09455318354630393,0
-12,12,37.38,1,37.38,0,0,5,1,0.0940804519816743,0
-6,6,36.75,1,36.75,0,0,1,0,0.12481426097090484,0
5,5,340.07,1,340.07,0,0,5,3,0.3067123606579613,0
-18,18,107.78,1,107.78,0,0,12,4,0.06953600888398966,0
-10,10,119.48,1,119.48,0,0,11,4,0.09635048946611789,0
-17,17,69.32,1,69.32,0,0,6,2,0.07820794454154274,0
-16,16,57.72,1,57.72,0,0,4,0,0.08150723043895411,0
-13,13,68.62,1,68.62,0,0,3,2,0.09660073649732036,0
-6,6,43.77,1,43.77,0,0,11,0,0.10276493276092198,0
-14,14,117.75,1,117.75,0,0,2,3,0.09759880811127125,0
-13,13,35.0,1,35.0,0,0,7,2,0.08851124407739665,0
-11,11,71.94,1,71.94,0,0,9,2,0.09239630793198324,0
-15,15,170.0,1,170.0,0,0,7,3,0.08599509921101889,0
-11,11,86.06,2,43.03,0,0,6,1,0.1551257814884881,0
-31,31,76.36,2,38.18,0,0,5,1,0.0756470008708142,0
-8,8,73.71,1,73.71,0,0,10,1,0.09962766241731452,0
-24,24,94.3,1,94.3,0,0,6,6,0.06449287083412614,0
-10,10,310.21,1,310.21,0,0,8,0,0.09952911746074745,0
-12,12,180.3,1,180.3,0,0,7,5,0.09981177438928279,0
-15,15,202.83,1,202.83,0,0,1,3,0.09768855956161805,0
-17,17,137.99,1,137.99,0,0,9,0,0.07210946571526836,0
-14,14,54.23,1,54.23,0,0,6,4,0.09040001885891052,0
-19,19,47.62,1,47.62,0,0,9,1,0.06661197018348468,0
-10,10,35.04,1,35.04,0,0,4,2,0.1051077270062987,0
-19,19,47.53,1,47.53,0,0,12,4,0.06602073567335949,0
-12,12,115.82,1,115.82,0,0,7,2,0.09351864525933841,0
-14,14,276.49,1,276.49,0,0,6,6,0.09814103200873066,0
-30,30,690.6800000000001,1,690.6800000000001,0,0,1,1,0.059263488170500256,0
-15,15,224.75,1,224.75,0,0,11,4,0.08166194995807659,0
-25,25,414.18,2,207.09,0,0,6,4,0.1105159400697541,0
-13,13,319.11,1,319.11,0,0,1,1,0.10426386085867557,0
-19,19,132.49,1,132.49,0,0,7,1,0.07072796368926598,0
-7,7,225.96,2,112.98,0,0,12,0,0.16447930445980913,0
-15,15,168.88,1,168.88,0,0,3,2,0.09159147185717208,0
-11,11,61.75,1,61.75,0,0,10,5,0.09513530801534968,0
6,6,145.01,1,145.01,0,0,1,0,0.34038368457255824,0
-10,10,92.95,5,18.59,0,0,9,2,0.471572085586816,0
-14,14,97.43,1,97.43,1,1,3,0,0.07809918097251659,0
-6,6,432.18,1,432.18,2,1,7,1,0.08915506820030517,0
-9,9,36.89,1,36.89,0,0,3,4,0.11506321163433986,0
-19,19,65.05,1,65.05,0,0,1,1,0.07877976466732649,0
0,0,104.83,1,104.83,0,0,11,6,0.14295534667193663,0
-9,9,150.3,1,150.3,0,0,9,2,0.10124639129985462,0
1,1,91.23,1,91.23,0,0,8,0,0.1580661714601615,0
-10,10,24.71,1,24.71,0,0,9,2,0.09494980380254305,0
-12,12,137.07999999999998,1,137.07999999999998,0,0,7,1,0.09235027470420863,0
-14,14,19.39,1,19.39,0,0,4,2,0.09024091547141408,0
-8,8,64.1,1,64.1,0,0,2,0,0.11447493404263798,0
-8,8,83.75,1,83.75,0,0,4,6,0.12219233277509862,0
-18,18,206.95,1,206.95,0,0,10,1,0.07025272530102536,0
-13,13,36.94,1,36.94,0,0,8,6,0.09296897013623792,0
-8,8,252.2,1,252.2,0,0,5,4,0.12007837993308904,0
-9,9,50.02,2,25.01,0,0,10,1,0.15250361616608588,0
-14,14,122.83,1,122.83,0,0,5,0,0.08738274242325562,0
-5,5,50.63,1,50.63,0,0,2,1,0.12941183420500538,0
-14,14,101.32,2,50.66,0,0,7,1,0.13765682973490642,0
-5,5,110.44,2,55.22,0,0,3,5,0.21494462857641322,0
-17,17,257.04,1,257.04,0,0,8,5,0.08243401549080016,0
-30,30,12.39,1,12.39,0,0,5,3,0.048495954836649105,0
-10,10,361.27,1,361.27,0,0,7,3,0.10798653488827031,0
-3,3,60.1,1,60.1,0,0,2,3,0.1438772997688446,0
-9,9,61.77,1,61.77,0,0,1,0,0.11248556967178014,0
15,15,194.11,1,194.11,0,0,3,1,0.6991820240969744,1
-15,15,150.87,1,150.87,0,0,9,5,0.08514204185993289,0
-14,14,28.18,1,28.18,0,0,1,6,0.10278511131307522,0
0,0,111.66,1,111.66,0,0,3,0,0.1510881892413224,0
4,4,250.4,1,250.4,0,0,12,3,0.2386217048915042,0
-8,8,43.59,1,43.59,0,0,2,2,0.11785841261124173,0
-8,8,173.82,1,173.82,1,1,2,0,0.10153283497947924,0
-28,28,213.11,1,213.11,0,0,5,1,0.052949074886946765,0
-17,17,58.67,1,58.67,0,0,9,1,0.07211271635850584,0
-17,17,443.77,1,443.77,0,0,7,6,0.08913076160229708,0
-14,14,67.88,1,67.88,0,0,4,3,0.09277240349395739,0
-18,18,190.99,2,95.495,0,0,8,6,0.13103714991630133,0
-12,12,157.45,1,157.45,0,0,9,5,0.09544091469987122,0
-20,20,155.22,1,155.22,0,0,1,0,0.07601082499147868,0
-13,13,76.66,1,76.66,0,0,12,6,0.08652396146471499,0
-15,15,103.47,1,103.47,0,0,5,2,0.08674019705381997,0
-14,14,152.47,2,76.235,0,0,3,3,0.15600727078554358,0
-18,18,71.14,1,71.14,0,0,8,1,0.07103264023119214,0
-6,6,66.58,2,33.29,0,0,5,2,0.18920964360650946,0
-20,20,66.69,1,66.69,0,0,5,0,0.068672745731161,0
-12,12,170.28,1,170.28,0,0,11,4,0.09038092130574828,0
-11,11,51.09,1,51.09,0,0,1,1,0.1060393987530643,0
18,18,243.56,1,243.56,0,0,1,2,0.806037737476786,1
-13,13,408.66,1,408.66,0,0,4,3,0.10359870792821288,0
-49,49,102.69,1,102.69,0,0,10,5,0.021611478405346773,0
-2,2,71.85,1,71.85,0,0,3,5,0.15140782841924494,0
-16,16,110.0,2,55.0,0,0,1,5,0.1537069346189978,0
-17,17,291.37,1,291.37,0,0,11,3,0.07546127345791852,0
2,2,292.38,1,292.38,0,0,4,1,0.20606425276686768,0
-11,11,265.41,1,265.41,0,0,4,1,0.10459807024214171,0
-7,7,190.94,1,190.94,0,0,4,3,0.1232754946575802,0
6,6,393.29,1,393.29,0,0,5,2,0.34230009421650565,0
-25,25,64.0,1,64.0,0,0,8,5,0.058076625942204085,0
-12,12,143.38,1,143.38,0,0,5,1,0.09625169392560907,0
-9,9,119.44,1,119.44,0,0,5,2,0.10886189911651903,0
-16,16,48.3,1,48.3,0,0,6,5,0.08518615747094607,0
-22,22,553.46,2,276.73,0,0,1,4,0.142409842033278,0
-19,19,104.59,1,104.59,0,0,1,0,0.07809222872486571,0
-16,16,301.44,2,150.72,0,0,6,1,0.13997978280565085,0
-19,19,149.78,1,149.78,0,0,5,1,0.0739690697157627,0
-21,21,77.34,1,77.34,0,0,5,6,0.07360874202211007,0
-28,28,136.0,4,34.0,0,0,6,1,0.2114717218295606,0
-6,6,65.1,1,65.1,0,0,10,0,0.10529706649013572,0
-4,4,27.89,1,27.89,0,0,8,3,0.1229280489664831,0
-7,7,152.82,1,152.82,0,0,1,4,0.13174223171429753,0
2,2,36.36,1,36.36,0,0,8,6,0.19726077501098369,0
-23,23,174.59,1,174.59,0,0,8,0,0.05886648822637433,0
-15,15,512.62,1,512.62,0,0,8,2,0.08923168808602772,0
-6,6,166.02,1,166.02,0,0,7,0,0.11411115375715167,0
-20,20,821.26,1,821.26,0,0,2,6,0.09552466610387028,0
20,20,263.24,1,263.24,0,0,11,1,0.8215315840365048,1
-14,14,241.15,1,241.15,0,0,4,0,0.09147317075932977,0
-4,4,77.68,1,77.68,0,0,7,6,0.1330450727224783,0
-13,13,216.06,1,216.06,0,0,11,2,0.08492389195817057,0
-8,8,44.09,1,44.09,0,0,11,1,0.09704410655166289,0
-3,3,343.74,1,343.74,0,0,3,2,0.1471677157260872,0
-13,13,215.14,1,215.14,0,0,9,2,0.08840367076244338,0
-21,21,94.39,1,94.39,0,0,5,6,0.07388579814763249,0
-6,6,79.31,1,79.31,0,0,3,1,0.1231692918386441,0
-2,2,251.66,1,251.66,0,0,3,4,0.15449855872997378,0
-19,19,89.07,1,89.07,0,0,2,1,0.07759922466912601,0
7,7,127.16,1,127.16,0,0,7,0,0.3475874984422328,0
-10,10,78.47,1,78.47,0,0,9,5,0.10109649228370798,0
-8,8,25.77,1,25.77,0,0,9,4,0.10584282992358955,0
-4,4,74.59,1,74.59,0,0,5,1,0.12725664804024361,0
-14,14,89.25,3,29.75,0,0,11,4,0.20728138546586855,0
-11,11,29.75,1,29.75,1,1,11,4,0.07858768910659351,0
-11,11,29.75,1,29.75,2,1,11,4,0.06550259861428621,0
-12,12,76.19,1,76.19,0,0,12,2,0.0838382051049434,0
-13,13,57.38,1,57.38,0,0,8,2,0.08716763068048813,0
-15,15,95.44,2,47.72,0,0,12,5,0.12860501203765454,0
-4,4,45.21,1,45.21,0,0,8,2,0.12134151240487101,0
-16,16,94.21,1,94.21,0,0,4,1,0.08359733853607865,0
-31,31,137.23,1,137.23,0,0,5,2,0.04710625178697806,0
-9,9,201.05,1,201.05,0,0,2,6,0.12553205767208891,0
-13,13,152.3,3,50.76666666666667,0,0,11,1,0.20945109799598716,0
-6,6,25.130000000000003,1,25.130000000000003,0,0,7,5,0.12043197748071734,0
-26,26,94.3,1,94.3,0,0,7,2,0.0544272217757077,0
-4,4,37.46,1,37.46,0,0,8,3,0.12317371172803485,0
-10,10,28.48,1,28.48,0,0,8,0,0.09368174797213848,0
-26,26,45.16,1,45.16,0,0,2,2,0.05974031527129829,0
-42,42,97.43,1,97.43,0,0,5,1,0.029599873913254127,0
-8,8,153.02,1,153.02,0,0,8,6,0.1146878131927116,0
-21,21,609.56,1,609.56,0,0,11,5,0.07193067942422826,0
-9,9,103.61,1,103.61,0,0,6,0,0.10283501889041702,0
14,14,359.91,1,359.91,0,0,7,2,0.6558061277319308,1
-8,8,186.43,1,186.43,0,0,10,0,0.10033826426717414,0
-14,14,435.64,1,435.64,0,0,3,3,0.10241580778953042,0
-14,14,371.32,1,371.32,0,0,3,1,0.09763332984205617,0
-7,7,101.74,1,101.74,0,0,9,4,0.11159613539373617,0
-13,13,96.8,1,96.8,0,0,11,6,0.08867259745850638,0
-19,19,219.63,1,219.63,0,0,8,1,0.07063836244705218,0
-10,10,78.47,1,78.47,0,0,11,2,0.0922857277398947,0
5,5,30.0,1,30.0,0,0,10,1,0.26161366605838565,0
-1,1,173.68,1,173.68,0,0,8,3,0.1410778852398663,0
-8,8,32.69,1,32.69,0,0,5,0,0.10720853692135186,0
-23,23,196.11,1,196.11,0,0,6,0,0.061658266704101315,0
-13,13,46.3,1,46.3,1,1,6,2,0.07815003431671122,0
-16,16,85.85,1,85.85,0,0,8,2,0.0782843601167987,0
-5,5,138.28,1,138.28,0,0,4,0,0.12472541060693275,0
-9,9,377.17,1,377.17,0,0,8,3,0.11022237844857821,0
-17,17,55.0,1,55.0,0,0,10,1,0.07059099426936548,0
-19,19,92.9,1,92.9,0,0,4,2,0.07587357312485352,0
-10,10,104.28,1,104.28,0,0,5,1,0.10282176924733953,0
-8,8,73.97,1,73.97,0,0,3,5,0.12228345104161917,0
-3,3,123.18,1,123.18,0,0,3,2,0.14070362872664807,0
-17,17,335.09,1,335.09,0,0,5,3,0.08606045338465752,0
-6,6,31.53,1,31.53,0,0,4,2,0.12160737034969396,0
-23,23,70.24,1,70.24,0,0,4,2,0.06474108710252678,0
-13,13,57.39,1,57.39,0,0,6,1,0.08919956462544175,0
-13,13,94.3,1,94.3,0,0,7,4,0.09279230636437735,0
-14,14,96.52,1,96.52,0,0,3,5,0.09854451355225603,0
4,4,64.14,1,64.14,0,0,6,2,0.25144571858751735,0
-12,12,1148.75,1,1148.75,0,0,5,3,0.12318747799042463,0
-15,15,119.25,1,119.25,0,0,2,0,0.0893250363287128,0
-24,24,30.700000000000003,1,30.700000000000003,0,0,6,5,0.06246888880106173,0
-11,11,122.01,1,122.01,0,0,10,2,0.09154594912504406,0
-14,14,229.91,1,229.91,0,0,10,3,0.08515667238187578,0
-7,7,155.18,1,155.18,0,0,9,0,0.10550526879477348,0
-25,25,838.98,9,93.22,0,0,11,2,0.8477938315673599,1
